employee_id,week_starting,total_hours,overtime_hours,breached,full_name,id_number,role,primary_site_id,shift_pattern,contract_ordinary_hours,employment_type
E1010,2026-07-06,48.75,3.75,False,Charmaine Van Wyk,791220XXXX009,Kitchen Assistant,ST-01,day,45,Fixed-term
E1010,2026-07-13,44.5,0.0,False,Charmaine Van Wyk,791220XXXX009,Kitchen Assistant,ST-01,day,45,Fixed-term
E1010,2026-07-20,52.75,7.75,False,Charmaine Van Wyk,791220XXXX009,Kitchen Assistant,ST-01,day,45,Fixed-term
E1010,2026-07-27,45.5,0.5,False,Charmaine Van Wyk,791220XXXX009,Kitchen Assistant,ST-01,day,45,Fixed-term
E1010,2026-08-03,43.75,0.0,False,Charmaine Van Wyk,791220XXXX009,Kitchen Assistant,ST-01,day,45,Fixed-term
E1010,2026-08-10,27.25,0.0,False,Charmaine Van Wyk,791220XXXX009,Kitchen Assistant,ST-01,day,45,Fixed-term
E1011,2026-06-08,48.75,3.75,False,Gift September,000702XXXX010,Cleaner,ST-01,day,45,Permanent
E1011,2026-06-15,38.0,0.0,False,Gift September,000702XXXX010,Cleaner,ST-01,day,45,Permanent
E1011,2026-06-22,37.25,0.0,False,Gift September,000702XXXX010,Cleaner,ST-01,day,45,Permanent
E1011,2026-06-29,40.5,0.0,False,Gift September,000702XXXX010,Cleaner,ST-01,day,45,Permanent
E1011,2026-07-06,40.25,0.0,False,Gift September,000702XXXX010,Cleaner,ST-01,day,45,Permanent
E1011,2026-07-13,36.75,0.0,False,Gift September,000702XXXX010,Cleaner,ST-01,day,45,Permanent
E1011,2026-07-20,35.5,0.0,False,Gift September,000702XXXX010,Cleaner,ST-01,day,45,Permanent
E1011,2026-07-27,38.5,0.0,False,Gift September,000702XXXX010,Cleaner,ST-01,day,45,Permanent
E1011,2026-08-03,39.75,0.0,False,Gift September,000702XXXX010,Cleaner,ST-01,day,45,Permanent
E1011,2026-08-10,18.0,0.0,False,Gift September,000702XXXX010,Cleaner,ST-01,day,45,Permanent
E1012,2026-06-08,43.25,0.0,False,Kagiso Sibiya,001202XXXX011,Driver,ST-04,day,45,Permanent
E1012,2026-06-15,46.25,1.25,False,Kagiso Sibiya,001202XXXX011,Driver,ST-04,day,45,Permanent
E1012,2026-06-22,31.75,0.0,False,Kagiso Sibiya,001202XXXX011,Driver,ST-04,day,45,Permanent
E1012,2026-06-29,44.25,0.0,False,Kagiso Sibiya,001202XXXX011,Driver,ST-04,day,45,Permanent
E1012,2026-07-06,43.25,0.0,False,Kagiso Sibiya,001202XXXX011,Driver,ST-04,day,45,Permanent
E1012,2026-07-13,41.0,0.0,False,Kagiso Sibiya,001202XXXX011,Driver,ST-04,day,45,Permanent
E1012,2026-07-20,48.75,3.75,False,Kagiso Sibiya,001202XXXX011,Driver,ST-04,day,45,Permanent
E1012,2026-07-27,43.75,0.0,False,Kagiso Sibiya,001202XXXX011,Driver,ST-04,day,45,Permanent
E1012,2026-08-03,45.25,0.25,False,Kagiso Sibiya,001202XXXX011,Driver,ST-04,day,45,Permanent
E1012,2026-08-10,19.25,0.0,False,Kagiso Sibiya,001202XXXX011,Driver,ST-04,day,45,Permanent
E1013,2026-06-08,26.0,0.0,False,Given Sithole,000413XXXX012,Security Guard,ST-04,day,45,Permanent
E1013,2026-06-15,46.5,1.5,False,Given Sithole,000413XXXX012,Security Guard,ST-04,day,45,Permanent
E1013,2026-06-22,32.5,0.0,False,Given Sithole,000413XXXX012,Security Guard,ST-04,day,45,Permanent
E1013,2026-06-29,39.0,0.0,False,Given Sithole,000413XXXX012,Security Guard,ST-04,day,45,Permanent
E1013,2026-07-06,42.5,0.0,False,Given Sithole,000413XXXX012,Security Guard,ST-04,day,45,Permanent
E1013,2026-07-13,60.0,15.0,True,Given Sithole,000413XXXX012,Security Guard,ST-04,day,45,Permanent
E1013,2026-07-20,45.0,0.0,False,Given Sithole,000413XXXX012,Security Guard,ST-04,day,45,Permanent
E1013,2026-07-27,47.25,2.25,False,Given Sithole,000413XXXX012,Security Guard,ST-04,day,45,Permanent
E1013,2026-08-03,46.5,1.5,False,Given Sithole,000413XXXX012,Security Guard,ST-04,day,45,Permanent
E1013,2026-08-10,23.25,0.0,False,Given Sithole,000413XXXX012,Security Guard,ST-04,day,45,Permanent
E1014,2026-06-08,47.25,2.25,False,Chantal Dlamini,980207XXXX013,Security Guard,ST-03,day,45,Permanent
E1014,2026-06-15,38.5,0.0,False,Chantal Dlamini,980207XXXX013,Security Guard,ST-03,day,45,Permanent
E1014,2026-06-22,24.75,0.0,False,Chantal Dlamini,980207XXXX013,Security Guard,ST-03,day,45,Permanent
E1014,2026-06-29,50.25,5.25,False,Chantal Dlamini,980207XXXX013,Security Guard,ST-03,day,45,Permanent
E1014,2026-07-06,50.5,5.5,False,Chantal Dlamini,980207XXXX013,Security Guard,ST-03,day,45,Permanent
E1014,2026-07-13,36.75,0.0,False,Chantal Dlamini,980207XXXX013,Security Guard,ST-03,day,45,Permanent
E1014,2026-07-20,37.25,0.0,False,Chantal Dlamini,980207XXXX013,Security Guard,ST-03,day,45,Permanent
E1014,2026-07-27,38.25,0.0,False,Chantal Dlamini,980207XXXX013,Security Guard,ST-03,day,45,Permanent
E1014,2026-08-03,37.0,0.0,False,Chantal Dlamini,980207XXXX013,Security Guard,ST-03,day,45,Permanent
E1014,2026-08-10,12.0,0.0,False,Chantal Dlamini,980207XXXX013,Security Guard,ST-03,day,45,Permanent
E1015,2026-06-08,49.25,4.25,False,Katlego Hendricks,900505XXXX014,Driver,ST-05,day,45,Permanent
E1015,2026-06-15,42.25,0.0,False,Katlego Hendricks,900505XXXX014,Driver,ST-05,day,45,Permanent
E1015,2026-06-22,39.5,0.0,False,Katlego Hendricks,900505XXXX014,Driver,ST-05,day,45,Permanent
E1015,2026-06-29,57.0,12.0,True,Katlego Hendricks,900505XXXX014,Driver,ST-05,day,45,Permanent
E1015,2026-07-06,41.5,0.0,False,Katlego Hendricks,900505XXXX014,Driver,ST-05,day,45,Permanent
E1015,2026-07-13,49.25,4.25,False,Katlego Hendricks,900505XXXX014,Driver,ST-05,day,45,Permanent
E1015,2026-07-20,52.75,7.75,False,Katlego Hendricks,900505XXXX014,Driver,ST-05,day,45,Permanent
E1015,2026-07-27,50.75,5.75,False,Katlego Hendricks,900505XXXX014,Driver,ST-05,day,45,Permanent
E1015,2026-08-03,43.0,0.0,False,Katlego Hendricks,900505XXXX014,Driver,ST-05,day,45,Permanent
E1015,2026-08-10,31.0,0.0,False,Katlego Hendricks,900505XXXX014,Driver,ST-05,day,45,Permanent
E1016,2026-06-08,45.25,0.25,False,Pieter Mahlangu,041214XXXX015,Supervisor,ST-04,day,45,Permanent
E1016,2026-06-15,47.75,2.75,False,Pieter Mahlangu,041214XXXX015,Supervisor,ST-04,day,45,Permanent
E1016,2026-06-22,46.75,1.75,False,Pieter Mahlangu,041214XXXX015,Supervisor,ST-04,day,45,Permanent
E1016,2026-06-29,43.5,0.0,False,Pieter Mahlangu,041214XXXX015,Supervisor,ST-04,day,45,Permanent
E1016,2026-07-06,45.5,0.5,False,Pieter Mahlangu,041214XXXX015,Supervisor,ST-04,day,45,Permanent
E1016,2026-07-13,43.25,0.0,False,Pieter Mahlangu,041214XXXX015,Supervisor,ST-04,day,45,Permanent
E1016,2026-07-20,40.75,0.0,False,Pieter Mahlangu,041214XXXX015,Supervisor,ST-04,day,45,Permanent
E1016,2026-07-27,47.5,2.5,False,Pieter Mahlangu,041214XXXX015,Supervisor,ST-04,day,45,Permanent
E1016,2026-08-03,42.25,0.0,False,Pieter Mahlangu,041214XXXX015,Supervisor,ST-04,day,45,Permanent
E1016,2026-08-10,29.5,0.0,False,Pieter Mahlangu,041214XXXX015,Supervisor,ST-04,day,45,Permanent
E1017,2026-06-08,37.5,0.0,False,Mandla September,020605XXXX016,Security Guard,ST-05,day,45,Fixed-term
E1017,2026-06-15,38.0,0.0,False,Mandla September,020605XXXX016,Security Guard,ST-05,day,45,Fixed-term
E1017,2026-06-22,30.75,0.0,False,Mandla September,020605XXXX016,Security Guard,ST-05,day,45,Fixed-term
E1017,2026-06-29,38.25,0.0,False,Mandla September,020605XXXX016,Security Guard,ST-05,day,45,Fixed-term
E1017,2026-07-06,37.5,0.0,False,Mandla September,020605XXXX016,Security Guard,ST-05,day,45,Fixed-term
E1017,2026-07-13,42.25,0.0,False,Mandla September,020605XXXX016,Security Guard,ST-05,day,45,Fixed-term
E1017,2026-07-20,36.25,0.0,False,Mandla September,020605XXXX016,Security Guard,ST-05,day,45,Fixed-term
E1017,2026-07-27,42.75,0.0,False,Mandla September,020605XXXX016,Security Guard,ST-05,day,45,Fixed-term
E1017,2026-08-03,43.25,0.0,False,Mandla September,020605XXXX016,Security Guard,ST-05,day,45,Fixed-term
E1017,2026-08-10,35.5,0.0,False,Mandla September,020605XXXX016,Security Guard,ST-05,day,45,Fixed-term
E1018,2026-06-08,32.0,0.0,False,Andile Sithole,900518XXXX017,Driver,ST-01,day,45,Permanent
E1018,2026-06-15,39.0,0.0,False,Andile Sithole,900518XXXX017,Driver,ST-01,day,45,Permanent
E1018,2026-06-22,38.25,0.0,False,Andile Sithole,900518XXXX017,Driver,ST-01,day,45,Permanent
E1018,2026-06-29,41.25,0.0,False,Andile Sithole,900518XXXX017,Driver,ST-01,day,45,Permanent
E1018,2026-07-06,39.0,0.0,False,Andile Sithole,900518XXXX017,Driver,ST-01,day,45,Permanent
E1018,2026-07-13,38.0,0.0,False,Andile Sithole,900518XXXX017,Driver,ST-01,day,45,Permanent
E1018,2026-07-20,41.75,0.0,False,Andile Sithole,900518XXXX017,Driver,ST-01,day,45,Permanent
E1018,2026-07-27,31.0,0.0,False,Andile Sithole,900518XXXX017,Driver,ST-01,day,45,Permanent
E1018,2026-08-03,42.5,0.0,False,Andile Sithole,900518XXXX017,Driver,ST-01,day,45,Permanent
E1018,2026-08-10,20.75,0.0,False,Andile Sithole,900518XXXX017,Driver,ST-01,day,45,Permanent
E1019,2026-06-08,40.0,0.0,False,Lindiwe Dlamini,741107XXXX018,Kitchen Assistant,ST-05,day,45,Permanent
E1019,2026-06-15,41.75,0.0,False,Lindiwe Dlamini,741107XXXX018,Kitchen Assistant,ST-05,day,45,Permanent
E1019,2026-06-22,39.75,0.0,False,Lindiwe Dlamini,741107XXXX018,Kitchen Assistant,ST-05,day,45,Permanent
E1019,2026-06-29,39.0,0.0,False,Lindiwe Dlamini,741107XXXX018,Kitchen Assistant,ST-05,day,45,Permanent
E1019,2026-07-06,50.75,5.75,False,Lindiwe Dlamini,741107XXXX018,Kitchen Assistant,ST-05,day,45,Permanent
E1019,2026-07-13,36.75,0.0,False,Lindiwe Dlamini,741107XXXX018,Kitchen Assistant,ST-05,day,45,Permanent
E1019,2026-07-20,48.25,3.25,False,Lindiwe Dlamini,741107XXXX018,Kitchen Assistant,ST-05,day,45,Permanent
E1019,2026-07-27,37.0,0.0,False,Lindiwe Dlamini,741107XXXX018,Kitchen Assistant,ST-05,day,45,Permanent
E1019,2026-08-03,38.75,0.0,False,Lindiwe Dlamini,741107XXXX018,Kitchen Assistant,ST-05,day,45,Permanent
E1019,2026-08-10,9.5,0.0,False,Lindiwe Dlamini,741107XXXX018,Kitchen Assistant,ST-05,day,45,Permanent
E1020,2026-06-08,34.25,0.0,False,Lucky Van Wyk,020324XXXX019,Kitchen Assistant,ST-03,day,45,Fixed-term
E1020,2026-06-15,35.25,0.0,False,Lucky Van Wyk,020324XXXX019,Kitchen Assistant,ST-03,day,45,Fixed-term
E1020,2026-06-22,37.25,0.0,False,Lucky Van Wyk,020324XXXX019,Kitchen Assistant,ST-03,day,45,Fixed-term
E1020,2026-06-29,35.5,0.0,False,Lucky Van Wyk,020324XXXX019,Kitchen Assistant,ST-03,day,45,Fixed-term
E1020,2026-07-06,37.25,0.0,False,Lucky Van Wyk,020324XXXX019,Kitchen Assistant,ST-03,day,45,Fixed-term
E1020,2026-07-13,36.75,0.0,False,Lucky Van Wyk,020324XXXX019,Kitchen Assistant,ST-03,day,45,Fixed-term
E1020,2026-07-20,37.0,0.0,False,Lucky Van Wyk,020324XXXX019,Kitchen Assistant,ST-03,day,45,Fixed-term
E1020,2026-07-27,32.0,0.0,False,Lucky Van Wyk,020324XXXX019,Kitchen Assistant,ST-03,day,45,Fixed-term
E1020,2026-08-03,33.5,0.0,False,Lucky Van Wyk,020324XXXX019,Kitchen Assistant,ST-03,day,45,Fixed-term
E1020,2026-08-10,17.5,0.0,False,Lucky Van Wyk,020324XXXX019,Kitchen Assistant,ST-03,day,45,Fixed-term
E1021,2026-06-08,34.75,0.0,False,Katlego Jacobs,881227XXXX020,Security Guard,ST-04,day,45,Permanent
E1021,2026-06-15,37.5,0.0,False,Katlego Jacobs,881227XXXX020,Security Guard,ST-04,day,45,Permanent
E1021,2026-06-22,38.0,0.0,False,Katlego Jacobs,881227XXXX020,Security Guard,ST-04,day,45,Permanent
E1021,2026-06-29,21.25,0.0,False,Katlego Jacobs,881227XXXX020,Security Guard,ST-04,day,45,Permanent
E1021,2026-07-06,37.25,0.0,False,Katlego Jacobs,881227XXXX020,Security Guard,ST-04,day,45,Permanent
E1021,2026-07-13,32.75,0.0,False,Katlego Jacobs,881227XXXX020,Security Guard,ST-04,day,45,Permanent
E1021,2026-07-20,36.0,0.0,False,Katlego Jacobs,881227XXXX020,Security Guard,ST-04,day,45,Permanent
E1021,2026-07-27,23.5,0.0,False,Katlego Jacobs,881227XXXX020,Security Guard,ST-04,day,45,Permanent
E1021,2026-08-03,39.75,0.0,False,Katlego Jacobs,881227XXXX020,Security Guard,ST-04,day,45,Permanent
E1021,2026-08-10,11.75,0.0,False,Katlego Jacobs,881227XXXX020,Security Guard,ST-04,day,45,Permanent
E1022,2026-06-08,43.0,0.0,False,Sipho Maluleke,711117XXXX021,Supervisor,ST-06,day,45,Fixed-term
E1022,2026-06-15,44.0,0.0,False,Sipho Maluleke,711117XXXX021,Supervisor,ST-06,day,45,Fixed-term
E1022,2026-06-22,43.25,0.0,False,Sipho Maluleke,711117XXXX021,Supervisor,ST-06,day,45,Fixed-term
E1022,2026-06-29,42.25,0.0,False,Sipho Maluleke,711117XXXX021,Supervisor,ST-06,day,45,Fixed-term
E1022,2026-07-06,40.5,0.0,False,Sipho Maluleke,711117XXXX021,Supervisor,ST-06,day,45,Fixed-term
E1022,2026-07-13,40.0,0.0,False,Sipho Maluleke,711117XXXX021,Supervisor,ST-06,day,45,Fixed-term
E1022,2026-07-20,39.75,0.0,False,Sipho Maluleke,711117XXXX021,Supervisor,ST-06,day,45,Fixed-term
E1022,2026-07-27,37.25,0.0,False,Sipho Maluleke,711117XXXX021,Supervisor,ST-06,day,45,Fixed-term
E1022,2026-08-03,39.25,0.0,False,Sipho Maluleke,711117XXXX021,Supervisor,ST-06,day,45,Fixed-term
E1022,2026-08-10,19.5,0.0,False,Sipho Maluleke,711117XXXX021,Supervisor,ST-06,day,45,Fixed-term
E1023,2026-06-08,40.75,0.0,False,Palesa Jacobs,021220XXXX022,Cleaner,ST-01,day,45,Permanent
E1023,2026-06-15,42.5,0.0,False,Palesa Jacobs,021220XXXX022,Cleaner,ST-01,day,45,Permanent
E1023,2026-06-22,40.5,0.0,False,Palesa Jacobs,021220XXXX022,Cleaner,ST-01,day,45,Permanent
E1023,2026-06-29,46.0,1.0,False,Palesa Jacobs,021220XXXX022,Cleaner,ST-01,day,45,Permanent
E1023,2026-07-06,42.0,0.0,False,Palesa Jacobs,021220XXXX022,Cleaner,ST-01,day,45,Permanent
E1023,2026-07-13,39.5,0.0,False,Palesa Jacobs,021220XXXX022,Cleaner,ST-01,day,45,Permanent
E1023,2026-07-20,38.5,0.0,False,Palesa Jacobs,021220XXXX022,Cleaner,ST-01,day,45,Permanent
E1023,2026-07-27,40.0,0.0,False,Palesa Jacobs,021220XXXX022,Cleaner,ST-01,day,45,Permanent
E1023,2026-08-03,37.5,0.0,False,Palesa Jacobs,021220XXXX022,Cleaner,ST-01,day,45,Permanent
E1023,2026-08-10,10.0,0.0,False,Palesa Jacobs,021220XXXX022,Cleaner,ST-01,day,45,Permanent
E1024,2026-06-08,39.0,0.0,False,Thabo Zulu,021124XXXX023,Cleaner,ST-01,day,45,Fixed-term
E1024,2026-06-15,43.5,0.0,False,Thabo Zulu,021124XXXX023,Cleaner,ST-01,day,45,Fixed-term
